laus_code,state_fips_code,county_fips_code,name,year,labor_force,employed,unemployed,unemployment_rate
CN1707500000000,17,075,"Iroquois County, IL",2006,16452,15723,729,4.400000
CN1707700000000,17,077,"Jackson County, IL",2006,32813,31515,1298,4.000000
CN1707900000000,17,079,"Jasper County, IL",2006,5077,4830,247,4.900000
CN1708100000000,17,081,"Jefferson County, IL",2006,21036,20069,967,4.600000
CN1708300000000,17,083,"Jersey County, IL",2006,11774,11216,558,4.700000
CN1708500000000,17,085,"Jo Daviess County, IL",2006,13514,13005,509,3.800000
CN1708700000000,17,087,"Johnson County, IL",2006,5249,4977,272,5.200000
CN1708900000000,17,089,"Kane County, IL",2006,259217,248918,10299,4.000000
CN1709100000000,17,091,"Kankakee County, IL",2006,54299,51295,3004,5.500000
CN1709300000000,17,093,"Kendall County, IL",2006,49722,47797,1925,3.900000
CN1709500000000,17,095,"Knox County, IL",2006,25580,24253,1327,5.200000
CN1709700000000,17,097,"Lake County, IL",2006,365625,350304,15321,4.200000
CN1709900000000,17,099,"LaSalle County, IL",2006,57613,54572,3041,5.300000
CN1710100000000,17,101,"Lawrence County, IL",2006,8421,8021,400,4.800000
CN1710300000000,17,103,"Lee County, IL",2006,18524,17717,807,4.400000
CN1710500000000,17,105,"Livingston County, IL",2006,18872,18098,774,4.100000
CN1710700000000,17,107,"Logan County, IL",2006,13372,12762,610,4.600000
CN1710900000000,17,109,"McDonough County, IL",2006,17275,16584,691,4.000000
CN1711100000000,17,111,"McHenry County, IL",2006,173192,166580,6612,3.800000
CN1711300000000,17,113,"McLean County, IL",2006,88820,85830,2990,3.400000
CN1711500000000,17,115,"Macon County, IL",2006,53750,50935,2815,5.200000
CN1711700000000,17,117,"Macoupin County, IL",2006,24718,23447,1271,5.100000
CN1711900000000,17,119,"Madison County, IL",2006,138025,131298,6727,4.900000
CN1712100000000,17,121,"Marion County, IL",2006,18557,17496,1061,5.700000
CN1712300000000,17,123,"Marshall County, IL",2006,7243,6966,277,3.800000
CN1712500000000,17,125,"Mason County, IL",2006,7466,7039,427,5.700000
CN1712700000000,17,127,"Massac County, IL",2006,7460,7066,394,5.300000
CN1712900000000,17,129,"Menard County, IL",2006,6969,6695,274,3.900000
CN1713100000000,17,131,"Mercer County, IL",2006,9020,8544,476,5.300000
CN1713300000000,17,133,"Monroe County, IL",2006,18091,17400,691,3.800000
CN1713500000000,17,135,"Montgomery County, IL",2006,13594,12773,821,6.000000
CN1713700000000,17,137,"Morgan County, IL",2006,17737,16895,842,4.700000
CN1713900000000,17,139,"Moultrie County, IL",2006,8174,7893,281,3.400000
CN1714100000000,17,141,"Ogle County, IL",2006,27336,25991,1345,4.900000
CN1714300000000,17,143,"Peoria County, IL",2006,95139,91183,3956,4.200000
CN1714500000000,17,145,"Perry County, IL",2006,10247,9565,682,6.700000
CN1714700000000,17,147,"Piatt County, IL",2006,9249,8915,334,3.600000
CN1714900000000,17,149,"Pike County, IL",2006,8731,8361,370,4.200000
CN1715100000000,17,151,"Pope County, IL",2006,1953,1831,122,6.200000
CN1715300000000,17,153,"Pulaski County, IL",2006,2928,2733,195,6.700000
CN1715500000000,17,155,"Putnam County, IL",2006,3125,2970,155,5.000000
CN1715700000000,17,157,"Randolph County, IL",2006,15409,14696,713,4.600000
CN1715900000000,17,159,"Richland County, IL",2006,7662,7315,347,4.500000
CN1716100000000,17,161,"Rock Island County, IL",2006,79227,75841,3386,4.300000
CN1716300000000,17,163,"St. Clair County, IL",2006,123965,116861,7104,5.700000
CN1716500000000,17,165,"Saline County, IL",2006,12446,11784,662,5.300000
CN1716700000000,17,167,"Sangamon County, IL",2006,106674,102268,4406,4.100000
CN1716900000000,17,169,"Schuyler County, IL",2006,4447,4271,176,4.000000
CN1717100000000,17,171,"Scott County, IL",2006,2789,2645,144,5.200000
CN1717300000000,17,173,"Shelby County, IL",2006,11163,10651,512,4.600000
CN1717500000000,17,175,"Stark County, IL",2006,2947,2812,135,4.600000
CN1717700000000,17,177,"Stephenson County, IL",2006,25422,24226,1196,4.700000
CN1717900000000,17,179,"Tazewell County, IL",2006,71492,68815,2677,3.700000
CN1718100000000,17,181,"Union County, IL",2006,8485,7990,495,5.800000
CN1718300000000,17,183,"Vermilion County, IL",2006,37720,35619,2101,5.600000
CN1718500000000,17,185,"Wabash County, IL",2006,6678,6373,305,4.600000
CN1718700000000,17,187,"Warren County, IL",2006,9047,8642,405,4.500000
CN1718900000000,17,189,"Washington County, IL",2006,8495,8174,321,3.800000
CN1719100000000,17,191,"Wayne County, IL",2006,8221,7875,346,4.200000
CN1719300000000,17,193,"White County, IL",2006,8001,7632,369,4.600000
CN1719500000000,17,195,"Whiteside County, IL",2006,30395,28843,1552,5.100000
CN1719700000000,17,197,"Will County, IL",2006,351244,336149,15095,4.300000
CN1719900000000,17,199,"Williamson County, IL",2006,35563,33916,1647,4.600000
CN1720100000000,17,201,"Winnebago County, IL",2006,144868,137319,7549,5.200000
CN1720300000000,17,203,"Woodford County, IL",2006,20953,20312,641,3.100000
CN1800100000000,18,001,"Adams County, IN",2006,16223,15512,711,4.400000
CN1800300000000,18,003,"Allen County, IN",2006,182227,173072,9155,5.000000
CN1800500000000,18,005,"Bartholomew County, IN",2006,38176,36566,1610,4.200000
CN1800700000000,18,007,"Benton County, IN",2006,4612,4383,229,5.000000
CN1800900000000,18,009,"Blackford County, IN",2006,6717,6277,440,6.600000
CN1801100000000,18,011,"Boone County, IN",2006,28042,26994,1048,3.700000
CN1801300000000,18,013,"Brown County, IN",2006,7957,7565,392,4.900000
CN1801500000000,18,015,"Carroll County, IN",2006,10559,10063,496,4.700000
CN1801700000000,18,017,"Cass County, IN",2006,18917,17888,1029,5.400000
CN1801900000000,18,019,"Clark County, IN",2006,54998,52255,2743,5.000000
CN1802100000000,18,021,"Clay County, IN",2006,13167,12419,748,5.700000
CN1802300000000,18,023,"Clinton County, IN",2006,16998,16139,859,5.100000
CN1802500000000,18,025,"Crawford County, IN",2006,5307,4928,379,7.100000
CN1802700000000,18,027,"Daviess County, IN",2006,15096,14549,547,3.600000
CN1802900000000,18,029,"Dearborn County, IN",2006,26478,25053,1425,5.400000
CN1803100000000,18,031,"Decatur County, IN",2006,12505,11959,546,4.400000
CN1803300000000,18,033,"DeKalb County, IN",2006,21504,20190,1314,6.100000
CN1803500000000,18,035,"Delaware County, IN",2006,56847,53442,3405,6.000000
CN1803700000000,18,037,"Dubois County, IN",2006,22377,21567,810,3.600000
CN1803900000000,18,039,"Elkhart County, IN",2006,104165,99257,4908,4.700000
CN1804100000000,18,041,"Fayette County, IN",2006,10829,9961,868,8.000000
CN1804300000000,18,043,"Floyd County, IN",2006,38179,36298,1881,4.900000
CN1804500000000,18,045,"Fountain County, IN",2006,8750,8326,424,4.800000
CN1804700000000,18,047,"Franklin County, IN",2006,12051,11347,704,5.800000
CN1804900000000,18,049,"Fulton County, IN",2006,10467,9906,561,5.400000
CN1805100000000,18,051,"Gibson County, IN",2006,17282,16501,781,4.500000
CN1805300000000,18,053,"Grant County, IN",2006,32880,30550,2330,7.100000
CN1805500000000,18,055,"Greene County, IN",2006,16639,15692,947,5.700000
CN1805700000000,18,057,"Hamilton County, IN",2006,137011,132532,4479,3.300000
CN1805900000000,18,059,"Hancock County, IN",2006,35660,34202,1458,4.100000
CN1806100000000,18,061,"Harrison County, IN",2006,19789,18716,1073,5.400000
CN1806300000000,18,063,"Hendricks County, IN",2006,71703,69080,2623,3.700000
CN1806500000000,18,065,"Henry County, IN",2006,22774,21443,1331,5.800000
CN1806700000000,18,067,"Howard County, IN",2006,38857,36295,2562,6.600000
CN1806900000000,18,069,"Huntington County, IN",2006,20601,19511,1090,5.300000
CN1807100000000,18,071,"Jackson County, IN",2006,22152,21178,974,4.400000
CN1807300000000,18,073,"Jasper County, IN",2006,15485,14696,789,5.100000
CN1807500000000,18,075,"Jay County, IN",2006,11759,11226,533,4.500000
CN1807700000000,18,077,"Jefferson County, IN",2006,17371,16521,850,4.900000
CN1807900000000,18,079,"Jennings County, IN",2006,13828,13020,808,5.800000
CN1808100000000,18,081,"Johnson County, IN",2006,72913,70068,2845,3.900000
CN1808300000000,18,083,"Knox County, IN",2006,19427,18502,925,4.800000
CN1808500000000,18,085,"Kosciusko County, IN",2006,41891,39840,2051,4.900000
CN1808700000000,18,087,"LaGrange County, IN",2006,17512,16604,908,5.200000
CN1808900000000,18,089,"Lake County, IN",2006,227320,214057,13263,5.800000
CN1809100000000,18,091,"LaPorte County, IN",2006,53223,50165,3058,5.700000
CN1809300000000,18,093,"Lawrence County, IN",2006,22817,21225,1592,7.000000
CN1809500000000,18,095,"Madison County, IN",2006,62274,58472,3802,6.100000
CN1809700000000,18,097,"Marion County, IN",2006,461468,438492,22976,5.000000
CN1809900000000,18,099,"Marshall County, IN",2006,23038,21800,1238,5.400000
CN1810100000000,18,101,"Martin County, IN",2006,5301,5041,260,4.900000
CN1810300000000,18,103,"Miami County, IN",2006,17090,16025,1065,6.200000
CN1810500000000,18,105,"Monroe County, IN",2006,67510,64605,2905,4.300000
CN1810700000000,18,107,"Montgomery County, IN",2006,19721,18894,827,4.200000
CN1810900000000,18,109,"Morgan County, IN",2006,37596,35886,1710,4.500000
CN1811100000000,18,111,"Newton County, IN",2006,7046,6693,353,5.000000
CN1811300000000,18,113,"Noble County, IN",2006,23628,22180,1448,6.100000
CN1811500000000,18,115,"Ohio County, IN",2006,3107,2941,166,5.300000
CN1811700000000,18,117,"Orange County, IN",2006,9591,8898,693,7.200000
CN1811900000000,18,119,"Owen County, IN",2006,11701,11076,625,5.300000
CN1812100000000,18,121,"Parke County, IN",2006,7939,7499,440,5.500000
CN1812300000000,18,123,"Perry County, IN",2006,9757,9255,502,5.100000
CN1812500000000,18,125,"Pike County, IN",2006,6174,5891,283,4.600000
CN1812700000000,18,127,"Porter County, IN",2006,82837,79186,3651,4.400000
CN1812900000000,18,129,"Posey County, IN",2006,13805,13196,609,4.400000
CN1813100000000,18,131,"Pulaski County, IN",2006,6865,6548,317,4.600000
CN1813300000000,18,133,"Putnam County, IN",2006,17716,16754,962,5.400000
CN1813500000000,18,135,"Randolph County, IN",2006,12897,12009,888,6.900000
CN1813700000000,18,137,"Ripley County, IN",2006,14405,13710,695,4.800000
CN1813900000000,18,139,"Rush County, IN",2006,9502,9072,430,4.500000
CN1814100000000,18,141,"St. Joseph County, IN",2006,134792,127805,6987,5.200000
CN1814300000000,18,143,"Scott County, IN",2006,11393,10652,741,6.500000
CN1814500000000,18,145,"Shelby County, IN",2006,23906,22841,1065,4.500000
CN1814700000000,18,147,"Spencer County, IN",2006,10632,10101,531,5.000000
CN1814900000000,18,149,"Starke County, IN",2006,10586,9887,699,6.600000
CN1815100000000,18,151,"Steuben County, IN",2006,16623,15562,1061,6.400000
CN1815300000000,18,153,"Sullivan County, IN",2006,9131,8577,554,6.100000
CN1815500000000,18,155,"Switzerland County, IN",2006,5678,5445,233,4.100000
CN1815700000000,18,157,"Tippecanoe County, IN",2006,80461,77005,3456,4.300000
CN1815900000000,18,159,"Tipton County, IN",2006,8025,7587,438,5.500000
CN1816100000000,18,161,"Union County, IN",2006,3903,3687,216,5.500000
CN1816300000000,18,163,"Vanderburgh County, IN",2006,91457,87051,4406,4.800000
CN1816500000000,18,165,"Vermillion County, IN",2006,8157,7623,534,6.500000
CN1816700000000,18,167,"Vigo County, IN",2006,50269,47050,3219,6.400000
CN1816900000000,18,169,"Wabash County, IN",2006,17729,16743,986,5.600000
CN1817100000000,18,171,"Warren County, IN",2006,4791,4597,194,4.000000
CN1817300000000,18,173,"Warrick County, IN",2006,30960,29655,1305,4.200000
CN1817500000000,18,175,"Washington County, IN",2006,14296,13407,889,6.200000
CN1817700000000,18,177,"Wayne County, IN",2006,34186,32174,2012,5.900000
CN1817900000000,18,179,"Wells County, IN",2006,15024,14368,656,4.400000
CN1818100000000,18,181,"White County, IN",2006,12155,11544,611,5.000000
CN1818300000000,18,183,"Whitley County, IN",2006,17956,17094,862,4.800000
CN1900100000000,19,001,"Adair County, IA",2006,4431,4289,142,3.200000
CN1900300000000,19,003,"Adams County, IA",2006,2060,1966,94,4.600000
CN1900500000000,19,005,"Allamakee County, IA",2006,8182,7806,376,4.600000
CN1900700000000,19,007,"Appanoose County, IA",2006,6351,6008,343,5.400000
CN1900900000000,19,009,"Audubon County, IA",2006,3282,3151,131,4.000000
CN1901100000000,19,011,"Benton County, IA",2006,14556,13978,578,4.000000
CN1901300000000,19,013,"Black Hawk County, IA",2006,72210,69434,2776,3.800000
CN1901500000000,19,015,"Boone County, IA",2006,15528,15073,455,2.900000
CN1901700000000,19,017,"Bremer County, IA",2006,13942,13496,446,3.200000
CN1901900000000,19,019,"Buchanan County, IA",2006,11264,10784,480,4.300000
CN1902100000000,19,021,"Buena Vista County, IA",2006,10509,10165,344,3.300000
CN1902300000000,19,023,"Butler County, IA",2006,8258,7920,338,4.100000
CN1902500000000,19,025,"Calhoun County, IA",2006,5267,5089,178,3.400000
CN1902700000000,19,027,"Carroll County, IA",2006,12422,12098,324,2.600000
CN1902900000000,19,029,"Cass County, IA",2006,7650,7325,325,4.200000
CN1903100000000,19,031,"Cedar County, IA",2006,10788,10439,349,3.200000
CN1903300000000,19,033,"Cerro Gordo County, IA",2006,26133,25111,1022,3.900000
CN1903500000000,19,035,"Cherokee County, IA",2006,6561,6288,273,4.200000
CN1903700000000,19,037,"Chickasaw County, IA",2006,6461,6170,291,4.500000
CN1903900000000,19,039,"Clarke County, IA",2006,4746,4552,194,4.100000
CN1904100000000,19,041,"Clay County, IA",2006,9760,9436,324,3.300000
CN1904300000000,19,043,"Clayton County, IA",2006,9689,9200,489,5.000000
CN1904500000000,19,045,"Clinton County, IA",2006,27173,26108,1065,3.900000
CN1904700000000,19,047,"Crawford County, IA",2006,9364,9077,287,3.100000
CN1904900000000,19,049,"Dallas County, IA",2006,31214,30328,886,2.800000
CN1905100000000,19,051,"Davis County, IA",2006,4141,3947,194,4.700000
CN1905300000000,19,053,"Decatur County, IA",2006,4233,4062,171,4.000000
CN1905500000000,19,055,"Delaware County, IA",2006,10732,10337,395,3.700000
CN1905700000000,19,057,"Des Moines County, IA",2006,21068,20070,998,4.700000
CN1905900000000,19,059,"Dickinson County, IA",2006,9979,9572,407,4.100000
CN1906100000000,19,061,"Dubuque County, IA",2006,51906,49998,1908,3.700000
CN1906300000000,19,063,"Emmet County, IA",2006,6043,5798,245,4.100000
CN1906500000000,19,065,"Fayette County, IA",2006,11064,10561,503,4.500000
CN1906700000000,19,067,"Floyd County, IA",2006,8801,8387,414,4.700000
CN1906900000000,19,069,"Franklin County, IA",2006,5842,5617,225,3.900000
CN1907100000000,19,071,"Fremont County, IA",2006,3963,3814,149,3.800000
CN1907300000000,19,073,"Greene County, IA",2006,5060,4863,197,3.900000
CN1907500000000,19,075,"Grundy County, IA",2006,6912,6701,211,3.100000
CN1907700000000,19,077,"Guthrie County, IA",2006,6051,5828,223,3.700000
CN1907900000000,19,079,"Hamilton County, IA",2006,8806,8492,314,3.600000
CN1908100000000,19,081,"Hancock County, IA",2006,6130,5909,221,3.600000
CN1908300000000,19,083,"Hardin County, IA",2006,9149,8807,342,3.700000
CN1908500000000,19,085,"Harrison County, IA",2006,8063,7717,346,4.300000
CN1908700000000,19,087,"Henry County, IA",2006,10599,10040,559,5.300000
CN1908900000000,19,089,"Howard County, IA",2006,5322,5131,191,3.600000
CN1909100000000,19,091,"Humboldt County, IA",2006,5185,5014,171,3.300000
CN1909300000000,19,093,"Ida County, IA",2006,3968,3832,136,3.400000
CN1909500000000,19,095,"Iowa County, IA",2006,8837,8514,323,3.700000
CN1909700000000,19,097,"Jackson County, IA",2006,11256,10717,539,4.800000
CN1909900000000,19,099,"Jasper County, IA",2006,18315,17376,939,5.100000
CN1910100000000,19,101,"Jefferson County, IA",2006,8308,7958,350,4.200000
CN1910300000000,19,103,"Johnson County, IA",2006,75601,73630,1971,2.600000
CN1910500000000,19,105,"Jones County, IA",2006,10513,10107,406,3.900000
CN1910700000000,19,107,"Keokuk County, IA",2006,5820,5585,235,4.000000
CN1910900000000,19,109,"Kossuth County, IA",2006,9047,8752,295,3.300000
CN1911100000000,19,111,"Lee County, IA",2006,17491,16406,1085,6.200000
CN1911300000000,19,113,"Linn County, IA",2006,116249,112017,4232,3.600000
CN1911500000000,19,115,"Louisa County, IA",2006,6432,6188,244,3.800000
CN1911700000000,19,117,"Lucas County, IA",2006,4945,4741,204,4.100000
CN1911900000000,19,119,"Lyon County, IA",2006,6666,6513,153,2.300000
CN1912100000000,19,121,"Madison County, IA",2006,8400,8068,332,4.000000
CN1912300000000,19,123,"Mahaska County, IA",2006,11829,11396,433,3.700000
CN1912500000000,19,125,"Marion County, IA",2006,17894,17272,622,3.500000
CN1912700000000,19,127,"Marshall County, IA",2006,20816,20041,775,3.700000
CN1912900000000,19,129,"Mills County, IA",2006,8421,8104,317,3.800000
CN1913100000000,19,131,"Mitchell County, IA",2006,5447,5263,184,3.400000
CN1913300000000,19,133,"Monona County, IA",2006,4665,4411,254,5.400000
CN1913500000000,19,135,"Monroe County, IA",2006,4212,4044,168,4.000000
CN1913700000000,19,137,"Montgomery County, IA",2006,5838,5514,324,5.500000
CN1913900000000,19,139,"Muscatine County, IA",2006,24051,23280,771,3.200000
CN1914100000000,19,141,"O'Brien County, IA",2006,7730,7496,234,3.000000
CN1914300000000,19,143,"Osceola County, IA",2006,3418,3300,118,3.500000
CN1914500000000,19,145,"Page County, IA",2006,8361,8038,323,3.900000
CN1914700000000,19,147,"Palo Alto County, IA",2006,5361,5188,173,3.200000
CN1914900000000,19,149,"Plymouth County, IA",2006,14410,13958,452,3.100000
CN1915100000000,19,151,"Pocahontas County, IA",2006,4101,3976,125,3.000000
CN1915300000000,19,153,"Polk County, IA",2006,233878,225888,7990,3.400000
CN1915500000000,19,155,"Pottawattamie County, IA",2006,49273,47098,2175,4.400000
CN1915700000000,19,157,"Poweshiek County, IA",2006,10627,10221,406,3.800000
CN1915900000000,19,159,"Ringgold County, IA",2006,2472,2373,99,4.000000
CN1916100000000,19,161,"Sac County, IA",2006,5883,5687,196,3.300000
CN1916300000000,19,163,"Scott County, IA",2006,88926,85553,3373,3.800000
CN1916500000000,19,165,"Shelby County, IA",2006,7417,7183,234,3.200000
CN1916700000000,19,167,"Sioux County, IA",2006,19336,18863,473,2.400000
CN1916900000000,19,169,"Story County, IA",2006,47827,46579,1248,2.600000
CN1917100000000,19,171,"Tama County, IA",2006,8966,8590,376,4.200000
CN1917300000000,19,173,"Taylor County, IA",2006,3397,3265,132,3.900000
CN1917500000000,19,175,"Union County, IA",2006,6477,6214,263,4.100000
CN1917700000000,19,177,"Van Buren County, IA",2006,3925,3757,168,4.300000
CN1917900000000,19,179,"Wapello County, IA",2006,18807,17961,846,4.500000
CN1918100000000,19,181,"Warren County, IA",2006,25327,24514,813,3.200000
CN1918300000000,19,183,"Washington County, IA",2006,12455,12084,371,3.000000
CN1918500000000,19,185,"Wayne County, IA",2006,3211,3083,128,4.000000
CN1918700000000,19,187,"Webster County, IA",2006,19822,19048,774,3.900000
CN1918900000000,19,189,"Winnebago County, IA",2006,5814,5608,206,3.500000
CN1919100000000,19,191,"Winneshiek County, IA",2006,12556,12106,450,3.600000
CN1919300000000,19,193,"Woodbury County, IA",2006,54183,51888,2295,4.200000
CN1919500000000,19,195,"Worth County, IA",2006,4582,4409,173,3.800000
CN1919700000000,19,197,"Wright County, IA",2006,7175,6917,258,3.600000
CN2000100000000,20,001,"Allen County, KS",2006,7535,7221,314,4.200000
CN2000300000000,20,003,"Anderson County, KS",2006,4165,3963,202,4.800000
CN2000500000000,20,005,"Atchison County, KS",2006,8723,8309,414,4.700000
CN2000700000000,20,007,"Barber County, KS",2006,2598,2514,84,3.200000
CN2000900000000,20,009,"Barton County, KS",2006,15405,14871,534,3.500000
CN2001100000000,20,011,"Bourbon County, KS",2006,9149,8793,356,3.900000
CN2001300000000,20,013,"Brown County, KS",2006,5678,5458,220,3.900000
CN2001500000000,20,015,"Butler County, KS",2006,32135,30658,1477,4.600000
CN2001700000000,20,017,"Chase County, KS",2006,1691,1624,67,4.000000
CN2001900000000,20,019,"Chautauqua County, KS",2006,1889,1793,96,5.100000
CN2002100000000,20,021,"Cherokee County, KS",2006,10691,10142,549,5.100000
CN2002300000000,20,023,"Cheyenne County, KS",2006,1476,1425,51,3.500000
CN2002500000000,20,025,"Clark County, KS",2006,1197,1159,38,3.200000
CN2002700000000,20,027,"Clay County, KS",2006,4958,4789,169,3.400000
CN2002900000000,20,029,"Cloud County, KS",2006,5885,5686,199,3.400000
CN2003100000000,20,031,"Coffey County, KS",2006,5314,5055,259,4.900000
CN2003300000000,20,033,"Comanche County, KS",2006,1088,1057,31,2.800000
CN2003500000000,20,035,"Cowley County, KS",2006,18154,17367,787,4.300000
CN2003700000000,20,037,"Crawford County, KS",2006,19331,18343,988,5.100000
CN2003900000000,20,039,"Decatur County, KS",2006,1679,1623,56,3.300000
CN2004100000000,20,041,"Dickinson County, KS",2006,10566,10145,421,4.000000
CN2004300000000,20,043,"Doniphan County, KS",2006,4496,4273,223,5.000000
CN2004500000000,20,045,"Douglas County, KS",2006,62560,60180,2380,3.800000
CN2004700000000,20,047,"Edwards County, KS",2006,1715,1663,52,3.000000
CN2004900000000,20,049,"Elk County, KS",2006,1465,1394,71,4.800000
CN2005100000000,20,051,"Ellis County, KS",2006,17198,16724,474,2.800000
CN2005300000000,20,053,"Ellsworth County, KS",2006,3660,3539,121,3.300000
CN2005500000000,20,055,"Finney County, KS",2006,18113,17485,628,3.500000
CN2005700000000,20,057,"Ford County, KS",2006,17080,16536,544,3.200000
CN2005900000000,20,059,"Franklin County, KS",2006,13771,13060,711,5.200000
CN2006100000000,20,061,"Geary County, KS",2006,11288,10695,593,5.300000
CN2006300000000,20,063,"Gove County, KS",2006,1522,1480,42,2.800000
CN2006500000000,20,065,"Graham County, KS",2006,1449,1402,47,3.200000
CN2006700000000,20,067,"Grant County, KS",2006,3914,3800,114,2.900000
CN2006900000000,20,069,"Gray County, KS",2006,3186,3095,91,2.900000
CN2007100000000,20,071,"Greeley County, KS",2006,734,711,23,3.100000
CN2007300000000,20,073,"Greenwood County, KS",2006,3529,3366,163,4.600000
CN2007500000000,20,075,"Hamilton County, KS",2006,1261,1220,41,3.300000
CN2007700000000,20,077,"Harper County, KS",2006,3435,3324,111,3.200000
CN2007900000000,20,079,"Harvey County, KS",2006,17907,17117,790,4.400000
CN2008100000000,20,081,"Haskell County, KS",2006,2099,2039,60,2.900000
CN2008300000000,20,083,"Hodgeman County, KS",2006,963,929,34,3.500000
CN2008500000000,20,085,"Jackson County, KS",2006,6916,6546,370,5.300000
CN2008700000000,20,087,"Jefferson County, KS",2006,9700,9238,462,4.800000
CN2008900000000,20,089,"Jewell County, KS",2006,1900,1841,59,3.100000
CN2009100000000,20,091,"Johnson County, KS",2006,292027,279977,12050,4.100000
CN2009300000000,20,093,"Kearny County, KS",2006,2023,1947,76,3.800000
CN2009500000000,20,095,"Kingman County, KS",2006,4377,4217,160,3.700000
CN2009700000000,20,097,"Kiowa County, KS",2006,1636,1588,48,2.900000
CN2009900000000,20,099,"Labette County, KS",2006,10775,10203,572,5.300000
CN2010100000000,20,101,"Lane County, KS",2006,1064,1027,37,3.500000
CN2010300000000,20,103,"Leavenworth County, KS",2006,32764,30926,1838,5.600000
CN2010500000000,20,105,"Lincoln County, KS",2006,1848,1783,65,3.500000
CN2010700000000,20,107,"Linn County, KS",2006,4809,4510,299,6.200000
CN2010900000000,20,109,"Logan County, KS",2006,1493,1446,47,3.100000
CN2011100000000,20,111,"Lyon County, KS",2006,19435,18623,812,4.200000
CN2011300000000,20,113,"McPherson County, KS",2006,17229,16648,581,3.400000
CN2011500000000,20,115,"Marion County, KS",2006,6781,6514,267,3.900000
CN2011700000000,20,117,"Marshall County, KS",2006,5786,5583,203,3.500000
CN2011900000000,20,119,"Meade County, KS",2006,2192,2124,68,3.100000
CN2012100000000,20,121,"Miami County, KS",2006,16270,15523,747,4.600000
CN2012300000000,20,123,"Mitchell County, KS",2006,3419,3301,118,3.500000
CN2012500000000,20,125,"Montgomery County, KS",2006,17711,16900,811,4.600000
CN2012700000000,20,127,"Morris County, KS",2006,2907,2781,126,4.300000
CN2012900000000,20,129,"Morton County, KS",2006,1725,1677,48,2.800000
CN2013100000000,20,131,"Nemaha County, KS",2006,5449,5268,181,3.300000
CN2013300000000,20,133,"Neosho County, KS",2006,9231,8869,362,3.900000
CN2013500000000,20,135,"Ness County, KS",2006,1695,1647,48,2.800000
CN2013700000000,20,137,"Norton County, KS",2006,2701,2612,89,3.300000
CN2013900000000,20,139,"Osage County, KS",2006,8712,8235,477,5.500000
CN2014100000000,20,141,"Osborne County, KS",2006,2251,2172,79,3.500000
CN2014300000000,20,143,"Ottawa County, KS",2006,3374,3256,118,3.500000
CN2014500000000,20,145,"Pawnee County, KS",2006,3983,3851,132,3.300000
CN2014700000000,20,147,"Phillips County, KS",2006,3092,2996,96,3.100000
CN2014900000000,20,149,"Pottawatomie County, KS",2006,11186,10814,372,3.300000
CN2015100000000,20,151,"Pratt County, KS",2006,5607,5440,167,3.000000
CN2015300000000,20,153,"Rawlins County, KS",2006,1313,1270,43,3.300000
CN2015500000000,20,155,"Reno County, KS",2006,32984,31505,1479,4.500000
CN2015700000000,20,157,"Republic County, KS",2006,2728,2630,98,3.600000
CN2015900000000,20,159,"Rice County, KS",2006,5616,5387,229,4.100000
CN2016100000000,20,161,"Riley County, KS",2006,34957,33789,1168,3.300000
CN2016300000000,20,163,"Rooks County, KS",2006,2710,2610,100,3.700000
CN2016500000000,20,165,"Rush County, KS",2006,1698,1637,61,3.600000
CN2016700000000,20,167,"Russell County, KS",2006,3471,3339,132,3.800000
CN2016900000000,20,169,"Saline County, KS",2006,30460,29310,1150,3.800000
CN2017100000000,20,171,"Scott County, KS",2006,2777,2698,79,2.800000
CN2017300000000,20,173,"Sedgwick County, KS",2006,245201,233957,11244,4.600000
CN2017500000000,20,175,"Seward County, KS",2006,10567,10214,353,3.300000
CN2017700000000,20,177,"Shawnee County, KS",2006,90352,86036,4316,4.800000
CN2017900000000,20,179,"Sheridan County, KS",2006,1507,1464,43,2.900000
CN2018100000000,20,181,"Sherman County, KS",2006,3671,3564,107,2.900000
CN2018300000000,20,183,"Smith County, KS",2006,2236,2162,74,3.300000
CN2018500000000,20,185,"Stafford County, KS",2006,2237,2158,79,3.500000
CN2018700000000,20,187,"Stanton County, KS",2006,1158,1127,31,2.700000
CN2018900000000,20,189,"Stevens County, KS",2006,2330,2250,80,3.400000
CN2019100000000,20,191,"Sumner County, KS",2006,11947,11383,564,4.700000
CN2019300000000,20,193,"Thomas County, KS",2006,4525,4394,131,2.900000
CN2019500000000,20,195,"Trego County, KS",2006,1744,1691,53,3.000000
CN2019700000000,20,197,"Wabaunsee County, KS",2006,3631,3495,136,3.700000
CN2019900000000,20,199,"Wallace County, KS",2006,896,868,28,3.100000
CN2020100000000,20,201,"Washington County, KS",2006,3359,3243,116,3.500000
CN2020300000000,20,203,"Wichita County, KS",2006,1251,1213,38,3.000000
CN2020500000000,20,205,"Wilson County, KS",2006,5609,5403,206,3.700000
CN2020700000000,20,207,"Woodson County, KS",2006,1667,1584,83,5.000000
CN2020900000000,20,209,"Wyandotte County, KS",2006,71776,66313,5463,7.600000
CN2100100000000,21,001,"Adair County, KY",2006,8891,8388,503,5.700000
CN2100300000000,21,003,"Allen County, KY",2006,8463,7916,547,6.500000
CN2100500000000,21,005,"Anderson County, KY",2006,11028,10457,571,5.200000
CN2100700000000,21,007,"Ballard County, KY",2006,4169,3914,255,6.100000
