laus_code,state_fips_code,county_fips_code,name,year,labor_force,employed,unemployed,unemployment_rate
CN3105500000000,31,055,"Douglas County, NE",2014,289144,278557,10587,3.700000
CN3105700000000,31,057,"Dundy County, NE",2014,1318,1288,30,2.300000
CN3105900000000,31,059,"Fillmore County, NE",2014,3291,3212,79,2.400000
CN3106100000000,31,061,"Franklin County, NE",2014,1584,1533,51,3.200000
CN3106300000000,31,063,"Frontier County, NE",2014,1561,1518,43,2.800000
CN3106500000000,31,065,"Furnas County, NE",2014,2730,2652,78,2.900000
CN3106700000000,31,067,"Gage County, NE",2014,11150,10681,469,4.200000
CN3106900000000,31,069,"Garden County, NE",2014,1190,1155,35,2.900000
CN3107100000000,31,071,"Garfield County, NE",2014,1216,1184,32,2.600000
CN3107300000000,31,073,"Gosper County, NE",2014,1145,1111,34,3.000000
CN3107500000000,31,075,"Grant County, NE",2014,416,405,11,2.600000
CN3107700000000,31,077,"Greeley County, NE",2014,1290,1249,41,3.200000
CN3107900000000,31,079,"Hall County, NE",2014,32722,31466,1256,3.800000
CN3108100000000,31,081,"Hamilton County, NE",2014,4852,4709,143,2.900000
CN3108300000000,31,083,"Harlan County, NE",2014,1832,1783,49,2.700000
CN3108500000000,31,085,"Hayes County, NE",2014,623,605,18,2.900000
CN3108700000000,31,087,"Hitchcock County, NE",2014,1351,1303,48,3.600000
CN3108900000000,31,089,"Holt County, NE",2014,5995,5834,161,2.700000
CN3109100000000,31,091,"Hooker County, NE",2014,432,414,18,4.200000
CN3109300000000,31,093,"Howard County, NE",2014,3434,3309,125,3.600000
CN3109500000000,31,095,"Jefferson County, NE",2014,4351,4217,134,3.100000
CN3109700000000,31,097,"Johnson County, NE",2014,2184,2099,85,3.900000
CN3109900000000,31,099,"Kearney County, NE",2014,3872,3777,95,2.500000
CN3110100000000,31,101,"Keith County, NE",2014,4708,4572,136,2.900000
CN3110300000000,31,103,"Keya Paha County, NE",2014,617,600,17,2.800000
CN3110500000000,31,105,"Kimball County, NE",2014,2251,2192,59,2.600000
CN3110700000000,31,107,"Knox County, NE",2014,4791,4640,151,3.200000
CN3110900000000,31,109,"Lancaster County, NE",2014,170250,165264,4986,2.900000
CN3111100000000,31,111,"Lincoln County, NE",2014,18969,18354,615,3.200000
CN3111300000000,31,113,"Logan County, NE",2014,503,487,16,3.200000
CN3111500000000,31,115,"Loup County, NE",2014,378,364,14,3.700000
CN3111700000000,31,117,"McPherson County, NE",2014,378,367,11,2.900000
CN3111900000000,31,119,"Madison County, NE",2014,19454,18878,576,3.000000
CN3112100000000,31,121,"Merrick County, NE",2014,4222,4065,157,3.700000
CN3112300000000,31,123,"Morrill County, NE",2014,2707,2626,81,3.000000
CN3112500000000,31,125,"Nance County, NE",2014,2090,2033,57,2.700000
CN3112700000000,31,127,"Nemaha County, NE",2014,3764,3613,151,4.000000
CN3112900000000,31,129,"Nuckolls County, NE",2014,2440,2370,70,2.900000
CN3113100000000,31,131,"Otoe County, NE",2014,8349,8031,318,3.800000
CN3113300000000,31,133,"Pawnee County, NE",2014,1669,1622,47,2.800000
CN3113500000000,31,135,"Perkins County, NE",2014,1861,1821,40,2.100000
CN3113700000000,31,137,"Phelps County, NE",2014,5087,4952,135,2.700000
CN3113900000000,31,139,"Pierce County, NE",2014,4258,4137,121,2.800000
CN3114100000000,31,141,"Platte County, NE",2014,17440,16921,519,3.000000
CN3114300000000,31,143,"Polk County, NE",2014,2990,2895,95,3.200000
CN3114500000000,31,145,"Red Willow County, NE",2014,6347,6182,165,2.600000
CN3114700000000,31,147,"Richardson County, NE",2014,4366,4187,179,4.100000
CN3114900000000,31,149,"Rock County, NE",2014,883,860,23,2.600000
CN3115100000000,31,151,"Saline County, NE",2014,7303,7046,257,3.500000
CN3115300000000,31,153,"Sarpy County, NE",2014,90144,87314,2830,3.100000
CN3115500000000,31,155,"Saunders County, NE",2014,11234,10845,389,3.500000
CN3115700000000,31,157,"Scotts Bluff County, NE",2014,18792,18092,700,3.700000
CN3115900000000,31,159,"Seward County, NE",2014,9053,8782,271,3.000000
CN3116100000000,31,161,"Sheridan County, NE",2014,2800,2715,85,3.000000
CN3116300000000,31,163,"Sherman County, NE",2014,1747,1689,58,3.300000
CN3116500000000,31,165,"Sioux County, NE",2014,800,778,22,2.800000
CN3116700000000,31,167,"Stanton County, NE",2014,3590,3489,101,2.800000
CN3116900000000,31,169,"Thayer County, NE",2014,3051,2971,80,2.600000
CN3117100000000,31,171,"Thomas County, NE",2014,428,413,15,3.500000
CN3117300000000,31,173,"Thurston County, NE",2014,3063,2859,204,6.700000
CN3117500000000,31,175,"Valley County, NE",2014,2133,2070,63,3.000000
CN3117700000000,31,177,"Washington County, NE",2014,11240,10878,362,3.200000
CN3117900000000,31,179,"Wayne County, NE",2014,5616,5457,159,2.800000
CN3118100000000,31,181,"Webster County, NE",2014,1750,1690,60,3.400000
CN3118300000000,31,183,"Wheeler County, NE",2014,523,508,15,2.900000
CN3118500000000,31,185,"York County, NE",2014,7498,7262,236,3.100000
CN3200100000000,32,001,"Churchill County, NV",2014,10761,9961,800,7.400000
CN3200300000000,32,003,"Clark County, NV",2014,1019653,940006,79647,7.800000
CN3200500000000,32,005,"Douglas County, NV",2014,22323,20565,1758,7.900000
CN3200700000000,32,007,"Elko County, NV",2014,28175,26631,1544,5.500000
CN3200900000000,32,009,"Esmeralda County, NV",2014,534,510,24,4.500000
CN3201100000000,32,011,"Eureka County, NV",2014,1071,1008,63,5.900000
CN3201300000000,32,013,"Humboldt County, NV",2014,8969,8419,550,6.100000
CN3201500000000,32,015,"Lander County, NV",2014,3360,3143,217,6.500000
CN3201700000000,32,017,"Lincoln County, NV",2014,1944,1793,151,7.800000
CN3201900000000,32,019,"Lyon County, NV",2014,22760,20458,2302,10.100000
CN3202100000000,32,021,"Mineral County, NV",2014,1671,1485,186,11.100000
CN3202300000000,32,023,"Nye County, NV",2014,16320,14770,1550,9.500000
CN3202700000000,32,027,"Pershing County, NV",2014,2591,2402,189,7.300000
CN3202900000000,32,029,"Storey County, NV",2014,1890,1720,170,9.000000
CN3203100000000,32,031,"Washoe County, NV",2014,222613,206059,16554,7.400000
CN3203300000000,32,033,"White Pine County, NV",2014,4897,4604,293,6.000000
CN3251000000000,32,510,"Carson City, NV",2014,25068,22940,2128,8.500000
CN3300100000000,33,001,"Belknap County, NH",2014,31788,30474,1314,4.100000
CN3300300000000,33,003,"Carroll County, NH",2014,24319,23285,1034,4.300000
CN3300500000000,33,005,"Cheshire County, NH",2014,41642,39929,1713,4.100000
CN3300700000000,33,007,"Coos County, NH",2014,15490,14588,902,5.800000
CN3300900000000,33,009,"Grafton County, NH",2014,48088,46361,1727,3.600000
CN3301100000000,33,011,"Hillsborough County, NH",2014,228666,218345,10321,4.500000
CN3301300000000,33,013,"Merrimack County, NH",2014,81156,78065,3091,3.800000
CN3301500000000,33,015,"Rockingham County, NH",2014,175766,167572,8194,4.700000
CN3301700000000,33,017,"Strafford County, NH",2014,70253,67442,2811,4.000000
CN3301900000000,33,019,"Sullivan County, NH",2014,24011,23159,852,3.500000
CN3400100000000,34,001,"Atlantic County, NJ",2014,133130,119313,13817,10.400000
CN3400300000000,34,003,"Bergen County, NJ",2014,479448,453688,25760,5.400000
CN3400500000000,34,005,"Burlington County, NJ",2014,232025,217354,14671,6.300000
CN3400700000000,34,007,"Camden County, NJ",2014,255560,236391,19169,7.500000
CN3400900000000,34,009,"Cape May County, NJ",2014,48961,43068,5893,12.000000
CN3401100000000,34,011,"Cumberland County, NJ",2014,67165,60536,6629,9.900000
CN3401300000000,34,013,"Essex County, NJ",2014,375861,346237,29624,7.900000
CN3401500000000,34,015,"Gloucester County, NJ",2014,148835,138254,10581,7.100000
CN3401700000000,34,017,"Hudson County, NJ",2014,357862,334604,23258,6.500000
CN3401900000000,34,019,"Hunterdon County, NJ",2014,66365,63213,3152,4.700000
CN3402100000000,34,021,"Mercer County, NJ",2014,194539,183413,11126,5.700000
CN3402300000000,34,023,"Middlesex County, NJ",2014,432112,406174,25938,6.000000
CN3402500000000,34,025,"Monmouth County, NJ",2014,328655,309086,19569,6.000000
CN3402700000000,34,027,"Morris County, NJ",2014,263878,250919,12959,4.900000
CN3402900000000,34,029,"Ocean County, NJ",2014,265294,246246,19048,7.200000
CN3403100000000,34,031,"Passaic County, NJ",2014,248437,228264,20173,8.100000
CN3403300000000,34,033,"Salem County, NJ",2014,31435,28843,2592,8.200000
CN3403500000000,34,035,"Somerset County, NJ",2014,173968,165075,8893,5.100000
CN3403700000000,34,037,"Sussex County, NJ",2014,78651,73737,4914,6.200000
CN3403900000000,34,039,"Union County, NJ",2014,279108,260112,18996,6.800000
CN3404100000000,34,041,"Warren County, NJ",2014,57425,53908,3517,6.100000
CN3500100000000,35,001,"Bernalillo County, NM",2014,318070,298629,19441,6.100000
CN3500300000000,35,003,"Catron County, NM",2014,1344,1248,96,7.100000
CN3500500000000,35,005,"Chaves County, NM",2014,26808,25195,1613,6.000000
CN3500600000000,35,006,"Cibola County, NM",2014,8972,8255,717,8.000000
CN3500700000000,35,007,"Colfax County, NM",2014,6280,5894,386,6.100000
CN3500900000000,35,009,"Curry County, NM",2014,21514,20450,1064,4.900000
CN3501100000000,35,011,"De Baca County, NM",2014,778,739,39,5.000000
CN3501300000000,35,013,"Dona Ana County, NM",2014,93212,86525,6687,7.200000
CN3501500000000,35,015,"Eddy County, NM",2014,29017,27771,1246,4.300000
CN3501700000000,35,017,"Grant County, NM",2014,12312,11496,816,6.600000
CN3501900000000,35,019,"Guadalupe County, NM",2014,1646,1521,125,7.600000
CN3502100000000,35,021,"Harding County, NM",2014,325,311,14,4.300000
CN3502300000000,35,023,"Hidalgo County, NM",2014,2049,1904,145,7.100000
CN3502500000000,35,025,"Lea County, NM",2014,30192,28904,1288,4.300000
CN3502700000000,35,027,"Lincoln County, NM",2014,9014,8486,528,5.900000
CN3502800000000,35,028,"Los Alamos County, NM",2014,8406,8064,342,4.100000
CN3502900000000,35,029,"Luna County, NM",2014,10623,8706,1917,18.000000
CN3503100000000,35,031,"McKinley County, NM",2014,23798,21458,2340,9.800000
CN3503300000000,35,033,"Mora County, NM",2014,2128,1891,237,11.100000
CN3503500000000,35,035,"Otero County, NM",2014,24818,23305,1513,6.100000
CN3503700000000,35,037,"Quay County, NM",2014,3456,3242,214,6.200000
CN3503900000000,35,039,"Rio Arriba County, NM",2014,16356,14995,1361,8.300000
CN3504100000000,35,041,"Roosevelt County, NM",2014,8094,7649,445,5.500000
CN3504300000000,35,043,"Sandoval County, NM",2014,59968,55711,4257,7.100000
CN3504500000000,35,045,"San Juan County, NM",2014,55116,51653,3463,6.300000
CN3504700000000,35,047,"San Miguel County, NM",2014,11214,10348,866,7.700000
CN3504900000000,35,049,"Santa Fe County, NM",2014,71510,67667,3843,5.400000
CN3505100000000,35,051,"Sierra County, NM",2014,3849,3511,338,8.800000
CN3505300000000,35,053,"Socorro County, NM",2014,6449,5987,462,7.200000
CN3505500000000,35,055,"Taos County, NM",2014,14752,13322,1430,9.700000
CN3505700000000,35,057,"Torrance County, NM",2014,5185,4690,495,9.500000
CN3505900000000,35,059,"Union County, NM",2014,1672,1587,85,5.100000
CN3506100000000,35,061,"Valencia County, NM",2014,29284,27036,2248,7.700000
CN3600100000000,36,001,"Albany County, NY",2014,157291,149585,7706,4.900000
CN3600300000000,36,003,"Allegany County, NY",2014,23344,21899,1445,6.200000
CN3600500000000,36,005,"Bronx County, NY",2014,606630,547151,59479,9.800000
CN3600700000000,36,007,"Broome County, NY",2014,88320,82494,5826,6.600000
CN3600900000000,36,009,"Cattaraugus County, NY",2014,36768,34239,2529,6.900000
CN3601100000000,36,011,"Cayuga County, NY",2014,37714,35460,2254,6.000000
CN3601300000000,36,013,"Chautauqua County, NY",2014,57727,53802,3925,6.800000
CN3601500000000,36,015,"Chemung County, NY",2014,38420,36013,2407,6.300000
CN3601700000000,36,017,"Chenango County, NY",2014,23306,21872,1434,6.200000
CN3601900000000,36,019,"Clinton County, NY",2014,36049,33638,2411,6.700000
CN3602100000000,36,021,"Columbia County, NY",2014,31486,29999,1487,4.700000
CN3602300000000,36,023,"Cortland County, NY",2014,23764,22234,1530,6.400000
CN3602500000000,36,025,"Delaware County, NY",2014,20239,18927,1312,6.500000
CN3602700000000,36,027,"Dutchess County, NY",2014,142053,134483,7570,5.300000
CN3602900000000,36,029,"Erie County, NY",2014,448222,420943,27279,6.100000
CN3603100000000,36,031,"Essex County, NY",2014,17593,16381,1212,6.900000
CN3603300000000,36,033,"Franklin County, NY",2014,20618,19116,1502,7.300000
CN3603500000000,36,035,"Fulton County, NY",2014,23463,21670,1793,7.600000
CN3603700000000,36,037,"Genesee County, NY",2014,30085,28424,1661,5.500000
CN3603900000000,36,039,"Greene County, NY",2014,20823,19428,1395,6.700000
CN3604100000000,36,041,"Hamilton County, NY",2014,2443,2265,178,7.300000
CN3604300000000,36,043,"Herkimer County, NY",2014,29085,27121,1964,6.800000
CN3604500000000,36,045,"Jefferson County, NY",2014,46699,43130,3569,7.600000
CN3604700000000,36,047,"Kings County, NY",2014,1222973,1128931,94042,7.700000
CN3604900000000,36,049,"Lewis County, NY",2014,11890,10960,930,7.800000
CN3605100000000,36,051,"Livingston County, NY",2014,31039,29245,1794,5.800000
CN3605300000000,36,053,"Madison County, NY",2014,33428,31285,2143,6.400000
CN3605500000000,36,055,"Monroe County, NY",2014,364745,343666,21079,5.800000
CN3605700000000,36,057,"Montgomery County, NY",2014,22242,20581,1661,7.500000
CN3605900000000,36,059,"Nassau County, NY",2014,684861,652211,32650,4.800000
CN3606100000000,36,061,"New York County, NY",2014,915344,859957,55387,6.100000
CN3606300000000,36,063,"Niagara County, NY",2014,102089,94994,7095,6.900000
CN3606500000000,36,065,"Oneida County, NY",2014,103635,97316,6319,6.100000
CN3606700000000,36,067,"Onondaga County, NY",2014,224744,212234,12510,5.600000
CN3606900000000,36,069,"Ontario County, NY",2014,54551,51686,2865,5.300000
CN3607100000000,36,071,"Orange County, NY",2014,175742,166109,9633,5.500000
CN3607300000000,36,073,"Orleans County, NY",2014,18165,16781,1384,7.600000
CN3607500000000,36,075,"Oswego County, NY",2014,55142,50713,4429,8.000000
CN3607700000000,36,077,"Otsego County, NY",2014,30248,28528,1720,5.700000
CN3607900000000,36,079,"Putnam County, NY",2014,50203,47752,2451,4.900000
CN3608100000000,36,081,"Queens County, NY",2014,1157675,1083808,73867,6.400000
CN3608300000000,36,083,"Rensselaer County, NY",2014,81533,77177,4356,5.300000
CN3608500000000,36,085,"Richmond County, NY",2014,222974,206826,16148,7.200000
CN3608700000000,36,087,"Rockland County, NY",2014,148428,140828,7600,5.100000
CN3608900000000,36,089,"St. Lawrence County, NY",2014,47230,43582,3648,7.700000
CN3609100000000,36,091,"Saratoga County, NY",2014,115554,110183,5371,4.600000
CN3609300000000,36,093,"Schenectady County, NY",2014,76221,72123,4098,5.400000
CN3609500000000,36,095,"Schoharie County, NY",2014,14921,13929,992,6.600000
CN3609700000000,36,097,"Schuyler County, NY",2014,8578,7984,594,6.900000
CN3609900000000,36,099,"Seneca County, NY",2014,15570,14690,880,5.700000
CN3610100000000,36,101,"Steuben County, NY",2014,44267,41203,3064,6.900000
CN3610300000000,36,103,"Suffolk County, NY",2014,766711,725918,40793,5.300000
CN3610500000000,36,105,"Sullivan County, NY",2014,33318,31093,2225,6.700000
CN3610700000000,36,107,"Tioga County, NY",2014,24033,22567,1466,6.100000
CN3610900000000,36,109,"Tompkins County, NY",2014,54643,52281,2362,4.300000
CN3611100000000,36,111,"Ulster County, NY",2014,88232,83136,5096,5.800000
CN3611300000000,36,113,"Warren County, NY",2014,32244,30146,2098,6.500000
CN3611500000000,36,115,"Washington County, NY",2014,28705,26971,1734,6.000000
CN3611700000000,36,117,"Wayne County, NY",2014,44652,41904,2748,6.200000
CN3611900000000,36,119,"Westchester County, NY",2014,470316,446219,24097,5.100000
CN3612100000000,36,121,"Wyoming County, NY",2014,18411,17212,1199,6.500000
CN3612300000000,36,123,"Yates County, NY",2014,11673,11022,651,5.600000
CN3700100000000,37,001,"Alamance County, NC",2014,76272,71999,4273,5.600000
CN3700300000000,37,003,"Alexander County, NC",2014,17155,16204,951,5.500000
CN3700500000000,37,005,"Alleghany County, NC",2014,4346,4053,293,6.700000
CN3700700000000,37,007,"Anson County, NC",2014,10864,10104,760,7.000000
CN3700900000000,37,009,"Ashe County, NC",2014,12310,11477,833,6.800000
CN3701100000000,37,011,"Avery County, NC",2014,7606,7123,483,6.400000
CN3701300000000,37,013,"Beaufort County, NC",2014,19864,18439,1425,7.200000
CN3701500000000,37,015,"Bertie County, NC",2014,8436,7777,659,7.800000
CN3701700000000,37,017,"Bladen County, NC",2014,14229,12923,1306,9.200000
CN3701900000000,37,019,"Brunswick County, NC",2014,47307,43735,3572,7.600000
CN3702100000000,37,021,"Buncombe County, NC",2014,127155,121350,5805,4.600000
CN3702300000000,37,023,"Burke County, NC",2014,39324,36892,2432,6.200000
CN3702500000000,37,025,"Cabarrus County, NC",2014,92661,87430,5231,5.600000
CN3702700000000,37,027,"Caldwell County, NC",2014,35472,32967,2505,7.100000
CN3702900000000,37,029,"Camden County, NC",2014,4441,4175,266,6.000000
CN3703100000000,37,031,"Carteret County, NC",2014,30894,29048,1846,6.000000
CN3703300000000,37,033,"Caswell County, NC",2014,9560,8894,666,7.000000
CN3703500000000,37,035,"Catawba County, NC",2014,74388,69705,4683,6.300000
CN3703700000000,37,037,"Chatham County, NC",2014,31582,30101,1481,4.700000
CN3703900000000,37,039,"Cherokee County, NC",2014,10957,10188,769,7.000000
CN3704100000000,37,041,"Chowan County, NC",2014,5649,5212,437,7.700000
CN3704300000000,37,043,"Clay County, NC",2014,4033,3775,258,6.400000
CN3704500000000,37,045,"Cleveland County, NC",2014,45480,42232,3248,7.100000
CN3704700000000,37,047,"Columbus County, NC",2014,22885,20978,1907,8.300000
CN3704900000000,37,049,"Craven County, NC",2014,40884,38100,2784,6.800000
CN3705100000000,37,051,"Cumberland County, NC",2014,126451,116619,9832,7.800000
CN3705300000000,37,053,"Currituck County, NC",2014,12289,11543,746,6.100000
CN3705500000000,37,055,"Dare County, NC",2014,19822,18199,1623,8.200000
CN3705700000000,37,057,"Davidson County, NC",2014,77923,73120,4803,6.200000
CN3705900000000,37,059,"Davie County, NC",2014,19684,18571,1113,5.700000
CN3706100000000,37,061,"Duplin County, NC",2014,26417,24756,1661,6.300000
CN3706300000000,37,063,"Durham County, NC",2014,150959,143422,7537,5.000000
CN3706500000000,37,065,"Edgecombe County, NC",2014,23063,20727,2336,10.100000
CN3706700000000,37,067,"Forsyth County, NC",2014,174969,164722,10247,5.900000
CN3706900000000,37,069,"Franklin County, NC",2014,28312,26569,1743,6.200000
CN3707100000000,37,071,"Gaston County, NC",2014,100681,94124,6557,6.500000
CN3707300000000,37,073,"Gates County, NC",2014,5188,4883,305,5.900000
CN3707500000000,37,075,"Graham County, NC",2014,3347,2916,431,12.900000
CN3707700000000,37,077,"Granville County, NC",2014,27965,26432,1533,5.500000
CN3707900000000,37,079,"Greene County, NC",2014,9363,8779,584,6.200000
CN3708100000000,37,081,"Guilford County, NC",2014,250327,234312,16015,6.400000
CN3708300000000,37,083,"Halifax County, NC",2014,21069,19058,2011,9.500000
CN3708500000000,37,085,"Harnett County, NC",2014,48877,45357,3520,7.200000
CN3708700000000,37,087,"Haywood County, NC",2014,27238,25727,1511,5.500000
CN3708900000000,37,089,"Henderson County, NC",2014,48956,46587,2369,4.800000
CN3709100000000,37,091,"Hertford County, NC",2014,9328,8652,676,7.200000
CN3709300000000,37,093,"Hoke County, NC",2014,19117,17602,1515,7.900000
CN3709500000000,37,095,"Hyde County, NC",2014,2154,1962,192,8.900000
CN3709700000000,37,097,"Iredell County, NC",2014,79485,74670,4815,6.100000
CN3709900000000,37,099,"Jackson County, NC",2014,18125,16970,1155,6.400000
CN3710100000000,37,101,"Johnston County, NC",2014,85187,80538,4649,5.500000
CN3710300000000,37,103,"Jones County, NC",2014,4520,4232,288,6.400000
CN3710500000000,37,105,"Lee County, NC",2014,24749,22754,1995,8.100000
CN3710700000000,37,107,"Lenoir County, NC",2014,27673,25734,1939,7.000000
CN3710900000000,37,109,"Lincoln County, NC",2014,39881,37514,2367,5.900000
CN3711100000000,37,111,"McDowell County, NC",2014,20596,19293,1303,6.300000
CN3711300000000,37,113,"Macon County, NC",2014,14849,13884,965,6.500000
CN3711500000000,37,115,"Madison County, NC",2014,9366,8819,547,5.800000
CN3711700000000,37,117,"Martin County, NC",2014,9819,9067,752,7.700000
CN3711900000000,37,119,"Mecklenburg County, NC",2014,540956,509197,31759,5.900000
CN3712100000000,37,121,"Mitchell County, NC",2014,6488,6001,487,7.500000
CN3712300000000,37,123,"Montgomery County, NC",2014,11401,10674,727,6.400000
CN3712500000000,37,125,"Moore County, NC",2014,37883,35639,2244,5.900000
CN3712700000000,37,127,"Nash County, NC",2014,43775,40332,3443,7.900000
CN3712900000000,37,129,"New Hanover County, NC",2014,109507,103164,6343,5.800000
CN3713100000000,37,131,"Northampton County, NC",2014,7943,7316,627,7.900000
CN3713300000000,37,133,"Onslow County, NC",2014,63739,59970,3769,5.900000
CN3713500000000,37,135,"Orange County, NC",2014,73196,69942,3254,4.400000
CN3713700000000,37,137,"Pamlico County, NC",2014,5278,4933,345,6.500000
CN3713900000000,37,139,"Pasquotank County, NC",2014,17177,15807,1370,8.000000
CN3714100000000,37,141,"Pender County, NC",2014,24990,23268,1722,6.900000
CN3714300000000,37,143,"Perquimans County, NC",2014,5095,4709,386,7.600000
CN3714500000000,37,145,"Person County, NC",2014,18113,16771,1342,7.400000
CN3714700000000,37,147,"Pitt County, NC",2014,86461,81029,5432,6.300000
CN3714900000000,37,149,"Polk County, NC",2014,8349,7915,434,5.200000
CN3715100000000,37,151,"Randolph County, NC",2014,66378,62212,4166,6.300000
CN3715300000000,37,153,"Richmond County, NC",2014,16957,15476,1481,8.700000
CN3715500000000,37,155,"Robeson County, NC",2014,50686,46005,4681,9.200000
CN3715700000000,37,157,"Rockingham County, NC",2014,41128,38134,2994,7.300000
CN3715900000000,37,159,"Rowan County, NC",2014,62646,58466,4180,6.700000
CN3716100000000,37,161,"Rutherford County, NC",2014,25198,23076,2122,8.400000
CN3716300000000,37,163,"Sampson County, NC",2014,29411,27590,1821,6.200000
CN3716500000000,37,165,"Scotland County, NC",2014,11915,10518,1397,11.700000
CN3716700000000,37,167,"Stanly County, NC",2014,28308,26639,1669,5.900000
CN3716900000000,37,169,"Stokes County, NC",2014,21788,20528,1260,5.800000
CN3717100000000,37,171,"Surry County, NC",2014,32669,30686,1983,6.100000
CN3717300000000,37,173,"Swain County, NC",2014,6363,5799,564,8.900000
CN3717500000000,37,175,"Transylvania County, NC",2014,13239,12471,768,5.800000
CN3717700000000,37,177,"Tyrrell County, NC",2014,1529,1383,146,9.500000
CN3717900000000,37,179,"Union County, NC",2014,106780,101318,5462,5.100000
CN3718100000000,37,181,"Vance County, NC",2014,17897,16256,1641,9.200000
CN3718300000000,37,183,"Wake County, NC",2014,517101,492473,24628,4.800000
CN3718500000000,37,185,"Warren County, NC",2014,7225,6596,629,8.700000
CN3718700000000,37,187,"Washington County, NC",2014,5013,4540,473,9.400000
CN3718900000000,37,189,"Watauga County, NC",2014,26826,25449,1377,5.100000
CN3719100000000,37,191,"Wayne County, NC",2014,53587,50224,3363,6.300000
CN3719300000000,37,193,"Wilkes County, NC",2014,29274,27364,1910,6.500000
CN3719500000000,37,195,"Wilson County, NC",2014,37397,33928,3469,9.300000
CN3719700000000,37,197,"Yadkin County, NC",2014,17585,16629,956,5.400000
CN3719900000000,37,199,"Yancey County, NC",2014,7452,6961,491,6.600000
CN3800100000000,38,001,"Adams County, ND",2014,1108,1076,32,2.900000
CN3800300000000,38,003,"Barnes County, ND",2014,5585,5404,181,3.200000
CN3800500000000,38,005,"Benson County, ND",2014,2476,2308,168,6.800000
CN3800700000000,38,007,"Billings County, ND",2014,498,483,15,3.000000
CN3800900000000,38,009,"Bottineau County, ND",2014,3227,3109,118,3.700000
CN3801100000000,38,011,"Bowman County, ND",2014,1893,1858,35,1.800000
CN3801300000000,38,013,"Burke County, ND",2014,1277,1241,36,2.800000
CN3801500000000,38,015,"Burleigh County, ND",2014,47920,46718,1202,2.500000
CN3801700000000,38,017,"Cass County, ND",2014,93540,91208,2332,2.500000
CN3801900000000,38,019,"Cavalier County, ND",2014,1988,1926,62,3.100000
CN3802100000000,38,021,"Dickey County, ND",2014,2578,2522,56,2.200000
CN3802300000000,38,023,"Divide County, ND",2014,1815,1787,28,1.500000
CN3802500000000,38,025,"Dunn County, ND",2014,4325,4270,55,1.300000
CN3802700000000,38,027,"Eddy County, ND",2014,1265,1190,75,5.900000
CN3802900000000,38,029,"Emmons County, ND",2014,1553,1461,92,5.900000
CN3803100000000,38,031,"Foster County, ND",2014,1636,1584,52,3.200000
CN3803300000000,38,033,"Golden Valley County, ND",2014,962,941,21,2.200000
CN3803500000000,38,035,"Grand Forks County, ND",2014,37387,36318,1069,2.900000
CN3803700000000,38,037,"Grant County, ND",2014,1285,1247,38,3.000000
CN3803900000000,38,039,"Griggs County, ND",2014,1175,1146,29,2.500000
CN3804100000000,38,041,"Hettinger County, ND",2014,1485,1451,34,2.300000
CN3804300000000,38,043,"Kidder County, ND",2014,1227,1174,53,4.300000
CN3804500000000,38,045,"LaMoure County, ND",2014,2219,2161,58,2.600000
CN3804700000000,38,047,"Logan County, ND",2014,902,873,29,3.200000
CN3804900000000,38,049,"McHenry County, ND",2014,3186,3042,144,4.500000
CN3805100000000,38,051,"McIntosh County, ND",2014,1235,1196,39,3.200000
CN3805300000000,38,053,"McKenzie County, ND",2014,9130,8997,133,1.500000
CN3805500000000,38,055,"McLean County, ND",2014,4852,4648,204,4.200000
CN3805700000000,38,057,"Mercer County, ND",2014,4192,4022,170,4.100000
CN3805900000000,38,059,"Morton County, ND",2014,16032,15493,539,3.400000
CN3806100000000,38,061,"Mountrail County, ND",2014,9030,8912,118,1.300000
CN3806300000000,38,063,"Nelson County, ND",2014,1522,1462,60,3.900000
CN3806500000000,38,065,"Oliver County, ND",2014,919,862,57,6.200000
CN3806700000000,38,067,"Pembina County, ND",2014,3596,3385,211,5.900000
CN3806900000000,38,069,"Pierce County, ND",2014,1809,1729,80,4.400000
CN3807100000000,38,071,"Ramsey County, ND",2014,5734,5524,210,3.700000
CN3807300000000,38,073,"Ransom County, ND",2014,2695,2614,81,3.000000
CN3807500000000,38,075,"Renville County, ND",2014,1395,1357,38,2.700000
CN3807700000000,38,077,"Richland County, ND",2014,8556,8287,269,3.100000
CN3807900000000,38,079,"Rolette County, ND",2014,4857,4286,571,11.800000
CN3808100000000,38,081,"Sargent County, ND",2014,2164,2113,51,2.400000
CN3808300000000,38,083,"Sheridan County, ND",2014,664,626,38,5.700000
CN3808500000000,38,085,"Sioux County, ND",2014,1347,1283,64,4.800000
CN3808700000000,38,087,"Slope County, ND",2014,480,469,11,2.300000
CN3808900000000,38,089,"Stark County, ND",2014,21558,21207,351,1.600000
CN3809100000000,38,091,"Steele County, ND",2014,1000,976,24,2.400000
CN3809300000000,38,093,"Stutsman County, ND",2014,10577,10275,302,2.900000
CN3809500000000,38,095,"Towner County, ND",2014,1192,1146,46,3.900000
CN3809700000000,38,097,"Traill County, ND",2014,4448,4325,123,2.800000
CN3809900000000,38,099,"Walsh County, ND",2014,5577,5307,270,4.800000
CN3810100000000,38,101,"Ward County, ND",2014,34869,33927,942,2.700000
CN3810300000000,38,103,"Wells County, ND",2014,2118,2017,101,4.800000
CN3810500000000,38,105,"Williams County, ND",2014,32308,31924,384,1.200000
